galaxy,r_max,M_bar_max,V_max,g0,mass_norm,slope_3,slope_5,slope_8,slope_original,slope_g_schwach,delta_g_schwach,slope_g_mittel,delta_g_mittel,slope_g_stark,delta_g_stark,slope_g_phase_halb,delta_g_phase_halb,slope_g_phase_ganz,delta_g_phase_ganz,q,regime_q,groesse
ESO116-G012,9.86,33345.633285,112.0,1747.2399999999998,0.013369075736838685,2.060474708022348,2.142661561478088,2.1207443114136915,2.142661561478088,2.142873281447486,-0.00021171996939806093,2.1432531173946527,-0.0005915559165647899,2.143721302757972,-0.0010597412798838413,2.143605453890223,-0.0009438924121352166,2.143428723104409,-0.0007671616263209557,0.5793447164038469,Peak,Klein
ESO444-G084,4.44,1362.14607,63.1,1288.0384615384617,0.0005461175026674011,2.2006229506370216,2.0710211043734694,1.8939596116153568,2.0710211043734694,2.071029774757238,-8.670383768727419e-06,2.0710437567746243,-2.265240115484346e-05,2.07105957486295,-3.847048948069087e-05,2.0710369681062937,-1.5863732824250576e-05,2.0710647052969766,-4.3600923507192135e-05,0.703948088461353,Peak,Klein
ESO563-G021,42.41,1790597.5921680003,321.0,793.7999999999998,0.7178941428190957,2.763829425096084,2.8218248933589067,2.908973597928295,2.8218248933589067,2.832444851327824,-0.010619957968917237,2.8620005247980713,-0.04017563143916458,2.911364491011344,-0.08953959765243713,2.8623918458428865,-0.04056695248397979,2.862112951707786,-0.040288058348879385,2.441721243466887,Transition,Gross
F561-1,9.66,31882.455192,50.4,340.09937888198755,0.01278245203787899,2.2492190843469273,1.949539023824041,1.8399444900414164,1.949539023824041,1.9496168403358505,-7.781651180938098e-05,1.9500438782403513,-0.0005048544163102076,1.9507375679295538,-0.0011985441055126778,1.9492694668285773,0.0002695569954638266,1.9497857884549723,-0.0002467646309312066,0.2,Peak,Klein
F563-1,20.1,34893.61005000001,112.5,456.4579439252337,0.013989697286691239,3.404780130543235,3.444199779817548,2.302939151490548,3.444199779817548,3.4444148468798406,-0.0002150670622924622,3.4452506059260513,-0.0010508261085031556,3.4466307518833785,-0.002430972065830428,3.4451252351787933,-0.0009254553612452199,3.445225996802731,-0.001026216985182682,1.3643710860071374,Transition,Uebergang
F563-V1,7.87,7485.297086,29.5,109.9236641221374,0.0030010377310928883,2.594283718206387,2.1374815670642024,1.9481677452698718,2.1374815670642024,2.137506337120828,-2.4770056625378345e-05,2.1376177724306324,-0.0001362053664299978,2.137789681382323,-0.00030811431812072243,2.1374095766129164,7.199045128603032e-05,2.1375479175207133,-6.635045651082194e-05,1.2593809947170418,Transition,Klein
F563-V2,10.47,31337.896251000002,118.0,505.75,0.012564125108437331,2.922841791885999,2.9295344605695615,2.3005219969185453,2.9295344605695615,2.9297555626595604,-0.00022110208999892578,2.930273307356894,-0.0007388467873323812,2.931050631448959,-0.0015161708793973716,2.9303121303085393,-0.0007776697389778597,2.930295859193059,-0.0007613986234975556,0.5260080260318406,Peak,Klein
F565-V2,8.8,9538.2716,83.1,373.72222222222223,0.0038241251659268793,2.782010693190604,2.563890160958077,2.38364537149233,2.563890160958077,2.563923414987073,-3.325402899623242e-05,2.564074253807212,-0.00018409284913500912,2.5643245227820395,-0.0004343618239626146,2.563833862247213,5.629871086387794e-05,2.5640076202174167,-0.00011745925933981383,0.5670040595578781,Peak,Klein
F567-2,9.59,16100.755530999999,52.2,376.8802083333333,0.006455184649652196,2.1005135986644135,1.7619268353389177,1.7619268353389177,1.7619268353389177,1.7619554825927601,-2.8647253842439824e-05,1.7621462084298412,-0.00021937309092345814,1.7624746356776437,-0.0005478003387260344,1.7617533951855855,0.00017344015333220497,1.7619792199975737,-5.238465865597952e-05,0.2741168007484732,Peak,Klein
F568-1,13.23,62759.279331,142.0,560.2045454545454,0.025161722117989567,2.8548028890604233,2.75223749991198,2.5093171822438674,2.75223749991198,2.752609596510143,-0.0003720965981632851,2.753590641377798,-0.0013531414658181085,2.7550702230517348,-0.0028327231397549113,2.753582035898115,-0.0013445359861350425,2.753627610311053,-0.0013901103990732189,0.8301975412606454,Peak,Klein
F568-3,17.98,70464.714982,120.0,240.25000000000003,0.028251018756116256,2.852202601609528,2.963789777989989,3.0071682887636095,2.963789777989989,2.9642935481805974,-0.0005037701906083214,2.9657519156229095,-0.001962137632920413,2.96798746779441,-0.004197689804420701,2.965802036344904,-0.0020122583549149198,2.965779608835246,-0.0019898308452570568,2.7483275825199898,Diffus,Uebergang
F568-V1,17.63,42225.530138999995,118.0,776.3076923076922,0.016929242447777833,2.722668769846978,2.5628848032799127,2.3692946396997296,2.5628848032799127,2.563146103182919,-0.00026129990300605144,2.5637881896765355,-0.0009033863966227962,2.564724488001546,-0.0018396847216330947,2.5638706639643445,-0.0009858606844317386,2.563821662766464,-0.0009368594865510893,0.6297637811320876,Peak,Uebergang
F571-8,15.55,49755.697315000005,144.0,698.909090909091,0.019948269689713173,2.6970922416875815,2.4066559351087378,2.3128501515261015,2.4066559351087378,2.40694397044671,-0.0002880353379723921,2.4075631821475265,-0.0009072470387887499,2.408440369768618,-0.0017844346598803185,2.4076925027063987,-0.001036567597660909,2.407614184143697,-0.0009582490349591133,0.3008435554047159,Peak,Klein
F571-V1,13.59,20928.563149999998,84.3,525.1282051282052,0.008390770192432444,2.4796720247829516,2.1781514589552966,1.9768417154837126,2.1781514589552966,2.178187605680981,-3.614672568419408e-05,2.1784399229115987,-0.00028846395630210964,2.1789172814637072,-0.0007658225084106185,2.178067618679714,8.384027558250295e-05,2.1783300955644846,-0.00017863660918804314,0.5164712306466657,Peak,Klein
F574-1,12.6,43094.9799,99.7,498.0638297872341,0.017277826012073616,2.72555508606912,2.5717721068194646,2.3321135644024276,2.5717721068194646,2.5720200548441117,-0.0002479480246471155,2.5726761818914685,-0.0009040750720039625,2.573646193588506,-0.0018740867690416607,2.572664149520658,-0.000892042701193585,2.572721003420744,-0.0009488966012796141,0.539333600453951,Peak,Klein
F574-2,10.83,22880.446778999998,40.0,73.16129032258064,0.009173327831766134,2.6010176543787025,2.4456037504592896,2.4456037504592896,2.4456037504592896,2.445635337095968,-3.158663667823802e-05,2.4458889017882686,-0.0002851513289789942,2.446410226236146,-0.0008064757768564412,2.44538473417294,0.0002190162863495715,2.445675727298236,-7.197683894633045e-05,,,Klein
F579-V1,15.16,77813.04334,114.0,3034.5000000000005,0.031197142391484526,2.241209832803143,1.9771535764586998,1.768905924963801,1.9771535764586998,1.9776139737735488,-0.000460397314848926,1.9785411557917276,-0.0013875793330277997,1.9795584202449268,-0.0024048437862269623,1.9792131687687204,-0.0020595923100206193,1.9788640391726766,-0.0017104627139767903,1.1636231153591994,Peak,Klein
