regime_q,median_slope,mean_slope,std_slope,dist_nfw,dist_obs_core,count
Diffus,1.9380481473261115,1.9784889220680766,0.7303827732481589,0.5402151072378331,0.35835804224924694,42
Peak,2.104240370223003,2.051642987389316,0.5994843274805912,0.3859123069332976,0.14329878988923506,102
Transition,1.9794374016828635,1.9992447371605517,0.6307116316585979,0.44500465124425803,0.31643910761215577,20
